# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YCR024C-B	YCR024C-B	YCR024C-B_mRNA	protein_coding	0	1	1	1	1	0	1	0	0	0	0	0	1	0
YCR025C	YCR025C	YCR025C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YCR034W	YCR034W	YCR034W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YCR038W-A	YCR038W-A	YCR038W-A_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YCR041W	YCR041W	YCR041W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YCR043C	YCR043C	YCR043C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YCR045W-A	YCR045W-A	YCR045W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YCS4	YLR272C	YLR272C_mRNA	protein_coding	0	4	1	17	11	0	1	0	0	0	0	0	4	6
YDL144C	YDL144C	YDL144C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YDR090C	YDR090C	YDR090C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YDR094W	YDR094W	YDR094W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YDR095C	YDR095C	YDR095C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YDR098C-A	YDR098C-A	YDR098C-A		0	0	0	3	0	0	0	0	0	0	0	0	0	3
YDR098C-B	YDR098C-B	YDR098C-B		0	0	0	3	0	0	0	0	0	0	0	0	0	3
YDR102C	YDR102C	YDR102C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YDR109C	YDR109C	YDR109C_mRNA	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5
YDR114C	YDR114C	YDR114C_mRNA	protein_coding	0	0	1	7	5	0	1	0	0	0	0	0	0	2
YDR118W-A	YDR118W-A	YDR118W-A_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	2
YDR124W	YDR124W	YDR124W_mRNA	protein_coding	0	2	1	21	9	0	1	0	0	0	0	0	2	12
YDR239C	YDR239C	YDR239C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YDR271C	YDR271C	YDR271C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YDR274C	YDR274C	YDR274C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YDR327W	YDR327W	YDR327W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YDR467C	YDR467C	YDR467C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YDR491C	YDR491C	YDR491C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YEF3	YLR249W	YLR249W_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0
YEH2	YLR020C	YLR020C_mRNA	protein_coding	0	2	0	1	1	0	0	0	0	0	0	0	2	0
YEL023C	YEL023C	YEL023C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YEL025C	YEL025C	YEL025C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YEL028W	YEL028W	YEL028W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YEL030C-A	YEL030C-A	YEL030C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YEL053W-A	YEL053W-A	YEL053W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YER006C-A	YER006C-A	YER006C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YER066C-A	YER066C-A	YER066C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YER067C-A	YER067C-A	YER067C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YER068C-A	YER068C-A	YER068C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YER097W	YER097W	YER097W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YER165C-A	YER165C-A	YER165C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YFL051C	YFL051C	YFL051C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YFL052W	YFL052W	YFL052W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YFR052C-A	YFR052C-A	YFR052C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YFR054C	YFR054C	YFR054C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YGL006W-A	YGL006W-A	YGL006W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGL007C-A	YGL007C-A	YGL007C-A_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
YGL014C-A	YGL014C-A	YGL014C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
YGL015C	YGL015C	YGL015C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGL034C	YGL034C	YGL034C_mRNA	protein_coding	0	0	1	3	3	0	1	0	0	0	0	0	0	0
YGL036W	YGL036W	YGL036W_mRNA	protein_coding	0	0	2	9	2	0	2	0	0	0	0	0	0	7
YGL039W	YGL039W	YGL039W_mRNA	protein_coding	0	0	0	11	6	0	0	0	0	0	0	0	0	5
YGL041C	YGL041C	YGL041C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
YGL041C-B	YGL041C-B	YGL041C-B_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
YGL041W-A	YGL041W-A	YGL041W-A_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
YGL042C	YGL042C	YGL042C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGL052W	YGL052W	YGL052W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGL108C	YGL108C	YGL108C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YGL109W	YGL109W	YGL109W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGL176C	YGL176C	YGL176C_mRNA	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	1
YGL177W	YGL177W	YGL177W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YGL214W	YGL214W	YGL214W_mRNA	protein_coding	1	0	0	1	1	0	0	0	0	1	0	0	0	0
YGL217C	YGL217C	YGL217C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGL230C	YGL230C	YGL230C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGL235W	YGL235W	YGL235W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGL239C	YGL239C	YGL239C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGP1	YNL160W	YNL160W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGR015C	YGR015C	YGR015C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGR016W	YGR016W	YGR016W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
YGR017W	YGR017W	YGR017W_mRNA	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0
YGR018C	YGR018C	YGR018C_mRNA	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	11
YGR021W	YGR021W	YGR021W_mRNA	protein_coding	0	3	0	12	9	0	0	0	0	0	0	0	3	3
YGR022C	YGR022C	YGR022C_mRNA	protein_coding	0	1	1	13	8	0	1	0	0	0	0	0	1	5
YGR025W	YGR025W	YGR025W_mRNA	protein_coding	0	0	0	13	1	0	0	0	0	0	0	0	0	12
YGR026W	YGR026W	YGR026W_mRNA	protein_coding	0	0	0	12	1	0	0	0	0	0	0	0	0	11
YGR027W-A	YGR027W-A	YGR027W-A		0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGR027W-B	YGR027W-B	YGR027W-B		0	0	0	4	2	0	0	0	0	0	0	0	0	2
YGR035C	YGR035C	YGR035C_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
YGR035W-A	YGR035W-A	YGR035W-A_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
YGR039W	YGR039W	YGR039W_mRNA	protein_coding	0	0	0	20	20	0	0	0	0	0	0	0	0	0
YGR045C	YGR045C	YGR045C_mRNA	protein_coding	0	0	2	26	15	0	2	0	0	0	0	0	0	11
YGR050C	YGR050C	YGR050C_mRNA	protein_coding	0	0	2	21	12	0	2	0	0	0	0	0	0	9
YGR051C	YGR051C	YGR051C_mRNA	protein_coding	0	0	0	21	11	0	0	0	0	0	0	0	0	10
YGR053C	YGR053C	YGR053C_mRNA	protein_coding	0	0	0	20	14	0	0	0	0	0	0	0	0	6
YGR054W	YGR054W	YGR054W_mRNA	protein_coding	0	1	0	24	12	0	0	0	0	0	0	0	1	12
YGR064W	YGR064W	YGR064W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGR066C	YGR066C	YGR066C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGR067C	YGR067C	YGR067C_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	1	2
YGR068W-A	YGR068W-A	YGR068W-A_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YGR069W	YGR069W	YGR069W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YGR073C	YGR073C	YGR073C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YGR079W	YGR079W	YGR079W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YGR107W	YGR107W	YGR107W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
YGR109W-A	YGR109W-A	YGR109W-A		0	0	0	5	3	0	0	0	0	0	0	0	0	2
YGR109W-B	YGR109W-B	YGR109W-B		0	0	0	10	7	0	0	1	0	0	0	0	0	2
YGR111W	YGR111W	YGR111W_mRNA	protein_coding	0	0	1	11	5	0	1	0	0	0	0	0	0	6
YGR114C	YGR114C	YGR114C_mRNA	protein_coding	0	0	0	10	6	0	0	0	0	0	0	0	0	4
YGR115C	YGR115C	YGR115C_mRNA	protein_coding	0	0	0	10	6	0	0	0	0	0	0	0	0	4
YGR117C	YGR117C	YGR117C_mRNA	protein_coding	0	1	0	5	3	0	0	0	0	0	0	0	1	2
YGR121W-A	YGR121W-A	YGR121W-A_mRNA	protein_coding	0	0	0	13	10	0	0	0	0	0	0	0	0	3
YGR122C-A	YGR122C-A	YGR122C-A_mRNA	protein_coding	0	0	1	17	9	0	1	0	0	0	0	0	0	8
YGR122W	YGR122W	YGR122W_mRNA	protein_coding	0	2	1	12	9	0	1	0	0	0	0	0	2	3
YGR125W	YGR125W	YGR125W_mRNA	protein_coding	0	1	1	17	6	0	1	0	0	0	0	0	1	11
YGR126W	YGR126W	YGR126W_mRNA	protein_coding	0	1	0	10	5	0	0	0	0	0	0	0	1	5
YGR127W	YGR127W	YGR127W_mRNA	protein_coding	0	1	0	10	7	0	0	0	0	0	0	0	1	3
YGR130C	YGR130C	YGR130C_mRNA	protein_coding	0	3	1	6	5	0	1	0	0	0	0	0	3	1
YGR137W	YGR137W	YGR137W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
YGR139W	YGR139W	YGR139W_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
YGR146C-A	YGR146C-A	YGR146C-A_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YGR151C	YGR151C	YGR151C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGR153W	YGR153W	YGR153W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YGR160W	YGR160W	YGR160W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YGR161C-C	YGR161C-C	YGR161C-C		0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGR161C-D	YGR161C-D	YGR161C-D		0	0	0	2	0	0	0	0	0	0	0	0	0	2
YGR161W-A	YGR161W-A	YGR161W-A		0	0	0	3	0	0	0	0	0	0	0	0	0	3
YGR161W-B	YGR161W-B	YGR161W-B		0	0	0	3	0	0	0	0	0	0	0	0	0	3
YGR161W-C	YGR161W-C	YGR161W-C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YGR164W	YGR164W	YGR164W_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
YGR168C	YGR168C	YGR168C_mRNA	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	1	0
YGR169C-A	YGR169C-A	YGR169C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YGR240C-A	YGR240C-A	YGR240C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YGR259C	YGR259C	YGR259C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YGR283C	YGR283C	YGR283C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YHC1	YLR298C	YLR298C_mRNA	protein_coding	0	1	0	14	7	0	0	0	0	0	0	0	1	7
YHR056W-A	YHR056W-A	YHR056W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YHR063W-A	YHR063W-A	YHR063W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YHR078W	YHR078W	YHR078W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YIL012W	YIL012W	YIL012W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIL014C-A	YIL014C-A	YIL014C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YIL027C	YIL027C	YIL027C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YIL028W	YIL028W	YIL028W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIL029C	YIL029C	YIL029C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YIL029W-A	YIL029W-A	YIL029W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIL030W-A	YIL030W-A	YIL030W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YIL046W-A	YIL046W-A	YIL046W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YIL047C-A	YIL047C-A	YIL047C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIL100C-A	YIL100C-A	YIL100C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIL100W	YIL100W	YIL100W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YIL102C	YIL102C	YIL102C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIL134C-A	YIL134C-A	YIL134C-A_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YIL141W	YIL141W	YIL141W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIL142C-A	YIL142C-A	YIL142C-A_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YIL144W	YIL144W	YIL144W_mRNA	protein_coding	0	1	0	3	1	0	0	0	0	0	0	0	1	2
YIL152W	YIL152W	YIL152W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YIL154C	YIL154C	YIL154C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YIP3	YNL044W	YNL044W_mRNA	protein_coding	0	0	0	9	6	0	0	0	0	0	0	0	0	3
YJL086C	YJL086C	YJL086C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YJL211C	YJL211C	YJL211C_mRNA	protein_coding	0	0	2	8	7	0	2	0	0	0	0	0	0	1
YJL213W	YJL213W	YJL213W_mRNA	protein_coding	0	0	1	11	8	0	1	0	0	0	0	0	0	3
YJL215C	YJL215C	YJL215C_mRNA	protein_coding	0	0	1	4	1	0	1	0	0	0	0	0	0	3
YJL218W	YJL218W	YJL218W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YJL220W	YJL220W	YJL220W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YJR029W	YJR029W	YJR029W		0	0	0	11	11	0	0	0	0	0	0	0	0	0
YJR037W	YJR037W	YJR037W_mRNA	protein_coding	0	0	0	21	9	0	0	0	0	0	0	0	0	12
YJR038C	YJR038C	YJR038C_mRNA	protein_coding	0	1	2	18	10	0	2	0	0	0	0	0	1	8
YJR039W	YJR039W	YJR039W_mRNA	protein_coding	0	1	4	21	9	0	4	0	0	0	0	0	1	12
YJR056C	YJR056C	YJR056C_mRNA	protein_coding	0	3	0	26	12	0	0	0	0	0	0	0	3	14
YJR061W	YJR061W	YJR061W_mRNA	protein_coding	0	1	2	13	7	0	2	0	0	0	0	0	1	6
YJR071W	YJR071W	YJR071W_mRNA	protein_coding	0	1	0	11	6	0	0	0	0	0	0	0	1	5
YJR140W-A	YJR140W-A	YJR140W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YJR162C	YJR162C	YJR162C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YKL063C	YKL063C	YKL063C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YKL131W	YKL131W	YKL131W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YKL133C	YKL133C	YKL133C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0
YKR104W	YKR104W	YKR104W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YLR030W	YLR030W	YLR030W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YLR031W	YLR031W	YLR031W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YLR035C-A	YLR035C-A	YLR035C-A		0	0	0	1	1	0	0	0	0	0	0	0	0	0
YLR036C	YLR036C	YLR036C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YLR041W	YLR041W	YLR041W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YLR042C	YLR042C	YLR042C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YLR076C	YLR076C	YLR076C_mRNA	protein_coding	0	0	0	21	7	0	0	0	0	0	0	0	0	14
YLR101C	YLR101C	YLR101C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
YLR108C	YLR108C	YLR108C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YLR111W	YLR111W	YLR111W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YLR112W	YLR112W	YLR112W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YLR118C	YLR118C	YLR118C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
YLR120W-A	YLR120W-A	YLR120W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YLR140W	YLR140W	YLR140W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YLR146W-A	YLR146W-A	YLR146W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YLR149C	YLR149C	YLR149C_mRNA	protein_coding	0	1	1	1	0	0	1	0	0	0	0	0	1	1
YLR149C-A	YLR149C-A	YLR149C-A_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YLR152C	YLR152C	YLR152C_mRNA	protein_coding	0	0	0	6	3	0	0	0	0	0	0	0	0	3
YLR154W-A	YLR154W-A	YLR154W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
YLR154W-B	YLR154W-B	YLR154W-B_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YLR217W	YLR217W	YLR217W_mRNA	protein_coding	0	0	1	4	0	0	1	0	0	0	0	0	0	4
YLR222C-A	YLR222C-A	YLR222C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
YLR225C	YLR225C	YLR225C_mRNA	protein_coding	0	3	0	7	4	0	0	0	0	0	0	0	3	3
YLR227W-A	YLR227W-A	YLR227W-A		0	0	0	3	0	0	0	0	0	0	0	0	0	3
YLR227W-B	YLR227W-B	YLR227W-B		0	0	0	3	0	0	0	0	0	0	0	0	0	3
YLR252W	YLR252W	YLR252W_mRNA	protein_coding	0	0	1	10	10	0	1	0	0	0	0	0	0	0
YLR255C	YLR255C	YLR255C_mRNA	protein_coding	0	0	0	21	9	0	0	0	0	0	0	0	0	12
YLR256W-A	YLR256W-A	YLR256W-A		0	0	0	12	0	0	0	0	0	0	0	0	0	12
YLR257W	YLR257W	YLR257W_mRNA	protein_coding	0	1	0	10	8	0	0	0	0	0	0	0	1	2
YLR264C-A	YLR264C-A	YLR264C-A_mRNA	protein_coding	0	0	0	25	16	0	0	0	0	0	0	0	0	9
YLR269C	YLR269C	YLR269C_mRNA	protein_coding	0	1	0	20	10	0	0	0	0	0	0	0	1	10
YLR278C	YLR278C	YLR278C_mRNA	protein_coding	0	4	2	15	6	0	2	0	0	0	0	0	4	9
YLR279W	YLR279W	YLR279W_mRNA	protein_coding	0	0	0	17	10	0	0	0	0	0	0	0	0	7
YLR280C	YLR280C	YLR280C_mRNA	protein_coding	0	0	1	16	7	0	1	0	0	0	0	0	0	9
YLR281C	YLR281C	YLR281C_mRNA	protein_coding	0	1	0	16	7	0	0	0	0	0	0	0	1	9
YLR282C	YLR282C	YLR282C_mRNA	protein_coding	0	0	0	17	7	0	0	0	0	0	0	0	0	10
YLR283W	YLR283W	YLR283W_mRNA	protein_coding	0	2	0	17	10	0	0	0	0	0	0	0	2	7
YLR285C-A	YLR285C-A	YLR285C-A_mRNA	protein_coding	0	0	0	18	8	0	0	0	0	0	0	0	0	10
YLR286W-A	YLR286W-A	YLR286W-A_mRNA	protein_coding	0	0	1	21	13	0	1	0	0	0	0	0	0	8
YLR287C	YLR287C	YLR287C_mRNA	protein_coding	0	3	0	28	10	0	0	0	0	0	0	0	3	18
YLR294C	YLR294C	YLR294C_mRNA	protein_coding	0	0	1	19	11	0	1	0	0	0	0	0	0	8
YLR296W	YLR296W	YLR296W_mRNA	protein_coding	0	0	0	19	6	0	0	0	0	0	0	0	0	13
YLR297W	YLR297W	YLR297W_mRNA	protein_coding	0	0	0	17	6	0	0	0	0	0	0	0	0	11
YLR299C-A	YLR299C-A	YLR299C-A_mRNA	protein_coding	0	0	0	9	6	0	0	0	0	0	0	0	0	3
YLR302C	YLR302C	YLR302C_mRNA	protein_coding	0	0	0	9	4	0	0	0	0	0	0	0	0	5
YLR307C-A	YLR307C-A	YLR307C-A_mRNA	protein_coding	0	0	0	21	10	0	0	0	0	0	0	0	0	11
YLR311C	YLR311C	YLR311C_mRNA	protein_coding	0	0	0	10	7	0	0	0	0	0	0	0	0	3
YLR312C	YLR312C	YLR312C_mRNA	protein_coding	0	3	0	8	7	0	0	0	0	0	0	0	3	1
YLR317W	YLR317W	YLR317W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YLR326W	YLR326W	YLR326W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YLR334C	YLR334C	YLR334C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YLR339C	YLR339C	YLR339C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YLR342W-A	YLR342W-A	YLR342W-A_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YLR345W	YLR345W	YLR345W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YLR347W-A	YLR347W-A	YLR347W-A_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YLR349W	YLR349W	YLR349W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YLR352W	YLR352W	YLR352W_mRNA	protein_coding	0	0	1	2	0	0	1	0	0	0	0	0	0	2
YLR363W-A	YLR363W-A	YLR363W-A_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YLR364C-A	YLR364C-A	YLR364C-A_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YLR365W	YLR365W	YLR365W_mRNA	protein_coding	0	0	1	1	1	0	1	0	0	0	0	0	0	0
YLR366W	YLR366W	YLR366W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YMD8	YML038C	YML038C_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
YML031C-A	YML031C-A	YML031C-A_mRNA	protein_coding	0	1	1	23	9	0	1	0	1	0	0	1	0	14
YML034C-A	YML034C-A	YML034C-A_mRNA	protein_coding	0	0	0	14	3	0	0	0	0	0	0	0	0	11
YML037C	YML037C	YML037C_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
YML039W	YML039W	YML039W		0	0	0	8	1	0	0	0	0	0	0	0	0	7
YML040W	YML040W	YML040W		0	0	0	8	1	0	0	0	0	0	0	0	0	7
YML045W	YML045W	YML045W		0	0	0	7	6	0	0	0	0	0	0	0	0	1
YML045W-A	YML045W-A	YML045W-A		0	0	0	2	1	0	0	0	0	0	0	0	0	1
YML047W-A	YML047W-A	YML047W-A_mRNA	protein_coding	0	0	0	12	1	0	0	0	0	0	0	0	0	11
YML053C	YML053C	YML053C_mRNA	protein_coding	0	0	0	10	3	0	0	0	0	0	0	0	0	7
YML054C-A	YML054C-A	YML054C-A_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
YML082W	YML082W	YML082W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YML083C	YML083C	YML083C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YML084W	YML084W	YML084W_mRNA	protein_coding	0	0	1	1	1	0	1	0	0	0	0	0	0	0
YML089C	YML089C	YML089C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YML090W	YML090W	YML090W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
